dataset,sample,poisson_ratio,matrix_error,action_error,rayleigh_error,rigid_residual,affine_residual,symmetry_residual,psd_violation,modal_share_1,modal_share_2,modal_share_3,modal_share_4,modal_share_5
parameter hold-out,411,0.24,0.00019103503030453722,0.0002297746068110568,0.0008405270416781613,1.7887521464911184e-16,3.243919514372485e-08,0.0,0.0,0.8920150570528407,0.8858333955560448,0.1637856022970785,0.05592335815016093,0.002233098636416395
parameter hold-out,412,0.28,0.00016258592647632847,0.00018841377316391634,0.0008172203429385038,1.3631145879968103e-16,3.2764053414837855e-08,0.0,0.0,0.896722739795236,0.8624840333840215,0.16838825341470612,0.06983647498133062,0.0023384667830903547
parameter hold-out,413,0.32,0.00013067549260459505,0.00012909908631997735,0.0007623258304681974,2.2136314479261519e-16,2.38116375033014e-08,0.0,0.0,0.8995886011683463,0.8191142137658565,0.18506772743962122,0.093688235412816,0.002296139867032989
parameter hold-out,414,0.36,0.00010695697154589987,0.0001099890688156303,0.0008498107653866773,1.7326732875961963e-16,2.9763241601446624e-08,0.0,0.0,0.9002789571001697,0.7291995989273745,0.22776113578166823,0.14046682600948224,0.0020899494342900057
parameter hold-out,415,0.40,9.911891205766185e-05,0.00010201069702823536,0.0009736025997568961,1.940214568328583e-16,3.2701797258031894e-08,0.0,0.0,0.8979705408895188,0.532348027744431,0.3190296489201873,0.24880660450670408,0.0017160925795585357
parameter hold-out,416,0.44,6.745107214268174e-05,6.124276496869183e-05,0.0008291032955411271,1.9292124869171095e-16,2.2037251093171316e-08,0.0,0.0,0.8910412067159057,0.5051667173144677,0.33416360887856,0.26834769989081847,0.0011736171937827642
parameter hold-out,417,0.46,6.047753169650343e-05,5.850063714978028e-05,0.0010521268671610038,3.427136561405412e-16,3.064798659402372e-08,0.0,0.0,0.8842357848862789,0.6791662185041234,0.24144732370770147,0.1940816927334697,0.0008365256370907778
parameter hold-out,418,0.48,2.2166516228586206e-05,2.093876705571868e-05,0.0006885203993100584,3.461252866502735e-16,2.5907144641070214e-08,0.0,0.0,0.8730283268144317,0.8213626898989865,0.16249836885401056,0.14244897150766195,0.0004493418778506202
parameter hold-out,419,0.49,1.694242681714112e-05,1.6552009074285736e-05,0.0008400246421860506,3.6639582514477014e-16,2.267215702395924e-08,0.0,0.0,0.8728954751718493,0.8632374170466175,0.15882924797347964,0.10454475715139053,0.0002343592217482277
parameter hold-out,420,0.20,5.819834073527592e-05,6.21475762536345e-05,0.00024512159564423576,1.9540021259758485e-16,2.6221613283901764e-08,0.0,0.0,0.9999772668727988,0.9998951719992502,8.98482226898833e-05,3.0575404319700405e-05,7.087448725188824e-06
parameter hold-out,421,0.24,6.8623829414134e-05,7.422339221784639e-05,0.0003424118805999619,1.734279871366071e-16,3.1285446887961065e-08,0.0,0.0,0.9999769663591191,0.9998872895836602,9.602440249638728e-05,3.349606760151609e-05,6.167114327998123e-06
parameter hold-out,422,0.28,0.00010482937907869733,0.00011459589224916119,0.000593192914892091,2.32204130359027e-16,2.5013373520877326e-08,0.0,0.0,0.9999762273242744,0.9998733161930571,0.00010756634450226267,3.756703828139441e-05,5.229235487013723e-06
parameter hold-out,423,0.32,0.00010533530595382622,0.00011597371986124945,0.0006969580167964929,1.8756943746041147e-16,2.3766809349807848e-08,0.0,0.0,0.9999749323384817,0.9998482411022941,0.00012876600500766054,4.367483107489921e-05,4.2849358139644246e-06
parameter hold-out,424,0.36,7.334452073291925e-05,7.616377956013974e-05,0.000573884787449235,2.430320150864836e-16,2.254758944885143e-08,0.0,0.0,0.999972841969706,0.9997986754299728,0.00017124234355822803,5.3902087253076665e-05,3.3423106254197252e-06
parameter hold-out,425,0.40,9.432067007649946e-05,7.453110288383914e-05,0.0007609410574664759,3.7107719245861125e-16,2.46671171395411e-08,0.0,0.0,0.9999694647831823,0.9996763102436552,0.00027754655782756484,7.453462301383842e-05,2.4033467337811833e-06
parameter hold-out,426,0.44,3.211397072224629e-05,2.8993149312483417e-05,0.0004624828217698888,2.7337782321200013e-16,2.28388035654008e-08,0.0,0.0,0.9999639206922581,0.9991510105889819,0.0007478575652890238,0.00013598954787148496,1.462564219678564e-06
parameter hold-out,427,0.46,2.9306465057282692e-05,2.845599225433789e-05,0.0006143255511116153,1.9382617644993077e-16,2.9154469983398543e-08,0.0,0.0,0.9999594692241839,0.9974648729791277,0.002328528920419865,0.00024513365764159035,9.877054841034279e-07
parameter hold-out,428,0.48,9.222131530952009e-06,7.676356034926592e-06,0.0003082465748595179,2.675724964765759e-16,2.921797807645755e-08,0.0,0.0,0.9999526759151737,0.6130392628533736,0.386164546562055,0.0008757991374331027,5.038682071343343e-07
parameter hold-out,429,0.49,1.1924493724725669e-05,9.862538875060124e-06,0.0008021340023129388,7.081207011005146e-16,2.5095251513173897e-08,0.0,0.0,0.9999468232596141,0.9882476410357215,0.0066232155020741765,0.0051765421872161915,2.5657649638635225e-07
parameter hold-out,430,0.20,0.00014251325860165442,0.00017121480302490936,0.000608912902957586,2.054223719686807e-16,3.160380442547765e-08,0.0,0.0,0.9893407925989399,0.9816141561750646,0.017377210881502524,0.005866514007421488,0.005817635682952322
parameter hold-out,431,0.24,8.291894318102496e-05,9.781317079954326e-05,0.0003963809249809122,1.8026646280472695e-16,2.1542416421607356e-08,0.0,0.0,0.9889227690592448,0.9767288533459607,0.019881004813464474,0.009408095138368707,0.005072373289530623
parameter hold-out,432,0.28,4.246428407005214e-05,4.881239941673984e-05,0.00022623141167400134,2.4358579673925193e-16,1.6210275314417266e-08,0.0,0.0,0.9883926374099488,0.9664502948902467,0.02377186765870535,0.017104295066089327,0.004291494153774611
parameter hold-out,433,0.32,3.033314976237088e-05,3.3352088768714244e-05,0.00020746427365650097,1.6752438596511105e-16,3.8725194911226246e-08,0.0,0.0,0.9877067860647974,0.9397206686406246,0.03854807550079012,0.030538321171072403,0.003498393885642735
parameter hold-out,434,0.36,5.0898522516400874e-05,5.475578166584833e-05,0.00044756181227136537,2.293525485355581e-16,4.138508740530685e-08,0.0,0.0,0.986788116131408,0.8224371675252877,0.1434529779302725,0.0446395929969079,0.0027111216750439282
parameter hold-out,435,0.40,3.8577690113064486e-05,4.0090509242640844e-05,0.0004438575200605223,1.684414899144634e-16,3.3056172747443985e-08,0.0,0.0,0.9854835844468588,0.6702961562419862,0.2570710548944631,0.0852395970489284,0.0019384889980552367
parameter hold-out,436,0.44,3.7203953620100837e-05,3.6534496228429915e-05,0.0006136498881286431,1.989043889562804e-16,2.6220816013365053e-08,0.0,0.0,0.9835465567420967,0.6755017887773421,0.29277879841847304,0.04698519576731178,0.0011765365369236227
parameter hold-out,437,0.46,1.3740144978187205e-05,1.0616438582668057e-05,0.00020947485540067154,1.6514139861024023e-16,3.1469743175944483e-08,0.0,0.0,0.9820799499148855,0.6086652602755304,0.38023075354068936,0.028186347471894507,0.0007947199635808744
parameter hold-out,438,0.48,1.3490961775208153e-05,1.3184925387127716e-05,0.00037638013419897214,2.306180881948029e-16,2.7863446460092097e-08,0.0,0.0,0.9799362656680838,0.8598656753126486,0.1392116495561134,0.020507089558578297,0.00040605499263494065
parameter hold-out,439,0.49,1.5458423770297248e-05,1.527771916456043e-05,0.000619985983597288,1.7726554228400915e-16,2.922917332045422e-08,0.0,0.0,0.9781581653688224,0.9179759095834035,0.08470862781725014,0.018865413405239465,0.00020664355619193429
parameter hold-out,440,0.20,0.0001276059036476578,0.00013027647292649275,0.0006827808711703136,1.3658098799777277e-16,2.6489365799622247e-08,0.0,0.0,0.9939587648041991,0.9630739652630562,0.02141145873514863,0.017709398888869944,0.003846825798923992
parameter hold-out,441,0.24,0.00013430450580580026,0.00015012880868047151,0.0007933388996279007,2.414093756745472e-16,2.0298827234358336e-08,0.0,0.0,0.993679532822771,0.9594685193685035,0.024383289463435473,0.01915738085031083,0.0033350641741114167
parameter hold-out,442,0.28,0.00017311654112733878,0.0001615991727132167,0.0008882870176929643,1.234838650499342e-16,3.0645872044924914e-08,0.0,0.0,0.9932965119340839,0.9531022364485926,0.028718574033063354,0.022104427113594918,0.0028030968425303677
parameter hold-out,443,0.32,0.0001984638990427114,0.00015443498236048433,0.0011540298557931037,1.1194836628072305e-16,3.236948384980742e-08,0.0,0.0,0.9927853155245872,0.9412217125755881,0.03557785038715481,0.02817386998568027,0.0022652163852481424
parameter hold-out,444,0.36,0.0001606391525703451,0.00013155425140047925,0.0010536691713571907,1.4677361932200734e-16,2.8401621647864178e-08,0.0,0.0,0.9920976297480715,0.914739737674545,0.047820080877748666,0.04368367646500702,0.0017334566687442717
parameter hold-out,445,0.40,0.00017350755618788765,0.00014868823368117352,0.001371554868072786,1.379274483375231e-16,2.247797928962694e-08,0.0,0.0,0.991131935758546,0.8197822451605968,0.1138570230582233,0.07434080589828186,0.0012162172303719454
parameter hold-out,446,0.44,9.322558689234134e-05,9.426694359260068e-05,0.0010112461903987633,2.499243875114301e-16,1.9813060565526083e-08,0.0,0.0,0.9898209764869008,0.6324443084433171,0.2223768593853568,0.1551686114466317,0.0007177775354554697
parameter hold-out,447,0.46,7.083744159281261e-05,6.080071949047004e-05,0.0011003413630166102,1.6137083469722465e-16,2.6845250791089657e-08,0.0,0.0,0.9888181606034248,0.6771645251666991,0.27253809768857007,0.06137074974470388,0.0004762453188095733
parameter hold-out,448,0.48,4.265232469402316e-05,4.148868195837294e-05,0.0011584930298977434,1.887451827849543e-16,2.4919621320170936e-08,0.0,0.0,0.9873429614207184,0.5239364394257332,0.4611029765484381,0.027826906138246656,0.00023893222555247516
parameter hold-out,449,0.49,2.062703559652472e-05,2.0523239816291696e-05,0.0009460589754271248,3.8521251743971194e-16,2.7645850183563908e-08,0.0,0.0,0.9859001045891975,0.6840626816556044,0.30737793180261436,0.02295806601514224,0.00012114983509545117
parameter hold-out,450,0.20,0.0001334700493570694,0.00013889173818513225,0.000711859219046392,1.2242361287786727e-16,4.355453758603828e-08,0.0,0.0,0.9902253591494344,0.958610525626438,0.03473374473265197,0.009527916626583189,0.006895522561312881
parameter hold-out,451,0.24,0.0001918262249817529,0.0002229112053038207,0.0011113088264564765,2.1533279272968107e-16,2.7697482085975043e-08,0.0,0.0,0.9900140137041845,0.9565845227605471,0.0373568055894492,0.009940264716169923,0.006126114273771697
parameter hold-out,452,0.28,0.00015839929346009069,0.00014349336824062808,0.0008139316366907274,1.153409197143471e-16,3.599577009601563e-08,0.0,0.0,0.9897200494889878,0.9604099191195159,0.03404125885579158,0.01053559859658516,0.005282606380578729
parameter hold-out,453,0.32,0.00017553972651984117,0.00019086166969297663,0.0008099671623873598,1.6466200389947147e-16,3.288490131352357e-08,0.0,0.0,0.9893245065979026,0.9672328569044716,0.027416147413887496,0.011592936834211191,0.0043886478043941085
parameter hold-out,454,0.36,0.0001631990772497383,0.00016916572027615972,0.001005562781284458,1.6289519499993346e-16,3.841932134030776e-08,0.0,0.0,0.9887921289737869,0.9727569780665287,0.02013968454901849,0.014805531291826593,0.0034656549983129526
parameter hold-out,455,0.40,0.0002539479065586906,0.00021741572116729552,0.0015284257992701814,1.2581716459524236e-16,3.474123047395324e-08,0.0,0.0,0.9880536310077406,0.8478358828417791,0.14787446715370683,0.01376184559514778,0.0025236799459917294
parameter hold-out,456,0.44,0.00017520919954824662,0.0001397212472412466,0.0016183333608884682,9.429689131624452e-17,3.3724936430718694e-08,0.0,0.0,0.9869810747886393,0.9859940262351211,0.016661606488081893,0.008829839249680161,0.0015556921964087658
parameter hold-out,457,0.46,0.00010747328572676064,0.00010496143552606572,0.001216831364923773,1.0882946505402941e-16,2.909173678689307e-08,0.0,0.0,0.9911947857573261,0.9862113909414743,0.01462780598817674,0.006905299997983537,0.001056936015354578
parameter hold-out,458,0.48,6.503917965504945e-05,6.058513754610586e-05,0.0012968387908888768,2.567946415988856e-16,3.6186224179283254e-08,0.0,0.0,0.9941484786691664,0.9851488504977854,0.014852083886758738,0.005315875223894636,0.0005426680751050864
parameter hold-out,459,0.49,2.2568864106275406e-05,2.2171978925672503e-05,0.000991631874095106,6.401247833378666e-16,2.9950303481670865e-08,0.0,0.0,0.9953445377891078,0.9843354322510112,0.015400272398159243,0.004632334152704715,0.0002763972534444628
parameter hold-out,460,0.20,0.00014593417729825202,0.00019101025780980283,0.0005964225107350678,9.948888652571091e-17,2.5129149213554685e-08,0.0,0.0,0.9198507086523553,0.9165965488096912,0.08194125129941306,0.06153455415173076,0.020147667513535868
parameter hold-out,461,0.24,0.0001012999566562133,9.30057140456204e-05,0.000333112852729238,1.303754112506718e-16,2.8670496453939578e-08,0.0,0.0,0.919322657208368,0.9072992282772258,0.09042678739990312,0.06649603841140482,0.01646069894610353
parameter hold-out,462,0.28,0.00011792960898125617,0.0001291782772297243,0.0004986072736854124,1.9328697043218875e-16,2.4250533077010383e-08,0.0,0.0,0.917221944563585,0.8945524214473336,0.1012161379515016,0.07367731962653441,0.0132031136287287
parameter hold-out,463,0.32,0.00019399890090192952,0.00021675302175942442,0.0009295020276695418,1.8745166199309582e-16,3.6078631259302586e-08,0.0,0.0,0.9130201328912882,0.8762617097112549,0.1134315019435592,0.0867323129609801,0.010303816960646289
parameter hold-out,464,0.36,0.00017121126355413777,0.00018879624073300975,0.0009824540775391275,1.3783778416179845e-16,2.7268902752322398e-08,0.0,0.0,0.9056943898482293,0.8483348036344833,0.12800795791193725,0.11000458945055601,0.007698578411418901
parameter hold-out,465,0.40,0.00011935012983218968,0.00012192251164071065,0.0008738395512923442,1.6661515610855043e-16,2.7869472228071236e-08,0.0,0.0,0.8931166691451078,0.8019246799210059,0.19812642644498307,0.10133424577796532,0.005327616561202317
parameter hold-out,466,0.44,6.29975286583274e-05,6.075492042022485e-05,0.0007007079747989391,1.599495442868544e-16,1.94689888423132e-08,0.0,0.0,0.8708547763525947,0.716797293528875,0.28577306506342925,0.12332457955284003,0.003131393473206377
parameter hold-out,467,0.46,6.571800821967223e-05,6.637250852214875e-05,0.0010817530939568397,2.1891952827988362e-16,2.2925751451493922e-08,0.0,0.0,0.85233671495276,0.6464731802562799,0.35610851019676437,0.14263623815574908,0.0020799469006046
parameter hold-out,468,0.48,6.52180536850283e-05,5.2877060504196734e-05,0.0015213364092835017,2.401140776440944e-16,3.0901497448914594e-08,0.0,0.0,0.8239963623311997,0.5468603686149912,0.45622633444586647,0.17204835022378573,0.001044649139526821
parameter hold-out,469,0.49,3.429945606735135e-05,2.5186173748313238e-05,0.0014969758692127558,7.306265331455441e-16,3.0420257783219096e-08,0.0,0.0,0.8012989677662231,0.5222532370851533,0.48082924831795804,0.19504974165333705,0.0005270385523259204
parameter hold-out,470,0.20,0.00012267797433197352,0.00013546260735400553,0.0007257679079047626,1.4076300827184926e-16,3.0750977443135806e-08,0.0,0.0,0.9901485840999956,0.8488363542805344,0.15582622653982453,0.004616965260329398,0.0004873540743523501
parameter hold-out,471,0.24,7.10471825446682e-05,8.265650607113692e-05,0.0004893288005881031,2.161870034677661e-16,2.9247560390720318e-08,0.0,0.0,0.990824971036638,0.8404596206275227,0.1633491850183669,0.004800203476456654,0.0005550571489067106
parameter hold-out,472,0.28,7.122285544081319e-05,7.856865728444254e-05,0.0005408319766120465,2.8243256139270146e-16,2.5245595764067972e-08,0.0,0.0,0.9913021480615283,0.8224871496692658,0.1805932291335119,0.005024381243862515,0.0006100846182714859
parameter hold-out,473,0.32,7.256562130590956e-05,7.871779752270758e-05,0.0006163016805588537,2.406382162980817e-16,3.5098315063897226e-08,0.0,0.0,0.9915994077554925,0.7872734070700491,0.21518517095342005,0.005309739378935787,0.0006367757284417067
parameter hold-out,474,0.36,5.250490282776429e-05,5.5395158899334074e-05,0.0005089877449970661,1.992369664100339e-16,2.1726833537500555e-08,0.0,0.0,0.9917147569850002,0.7170056979054791,0.2849612963089752,0.005690858938441462,0.000620438670350515
parameter hold-out,475,0.40,6.550774061772295e-05,6.359312888535948e-05,0.0008120991916648415,1.8397160716281293e-16,3.305767250650549e-08,0.0,0.0,0.9916105989882877,0.5727535530741165,0.42892032832712657,0.0062430865260026365,0.0005477336864812985
parameter hold-out,476,0.44,5.2375158371085925e-05,4.512077946885285e-05,0.0005665019238302314,2.1162587516469616e-16,3.395067387478621e-08,0.0,0.0,0.9912948428475942,0.6741904962718077,0.32689527537214547,0.007339431403897225,0.00040456935771159653
parameter hold-out,477,0.46,4.293250910294357e-05,3.317614901275885e-05,0.000891061551385583,2.1078622464797295e-16,2.6451803369481586e-08,0.0,0.0,0.9909343597881167,0.7946213806869085,0.203564120067453,0.010672363142931528,0.0003007507771892237
parameter hold-out,478,0.48,1.726596114696065e-05,1.4616256463836232e-05,0.0004938936410744452,1.7761400266576638e-16,2.5693714864357805e-08,0.0,0.0,0.9903216373815193,0.8811847919971926,0.113056448588302,0.015324392619606483,0.00016943991673066644
parameter hold-out,479,0.49,1.6321069167034674e-05,1.3351800931264782e-05,0.000973098463327237,6.677469480465221e-16,2.727495585031669e-08,0.0,0.0,0.9896309928060176,0.9193780494127745,0.08117120695223563,0.009803826688383399,9.060890264957769e-05
parameter hold-out,480,0.20,0.0004504967016525577,0.0005453236294467012,0.0018073888826292384,1.7762480584454126e-16,3.064612150287774e-08,0.0,0.0,0.8121272014733018,0.5942053857520966,0.5216393342888983,0.051124383938817006,0.020235015768336494
parameter hold-out,481,0.24,0.0002442873159446714,0.0002263443142108417,0.0009607955968675987,1.3124700562583906e-16,3.8834783686512935e-08,0.0,0.0,0.8248147137231036,0.6317712746153447,0.4707954547246159,0.054991727678232086,0.017771785972834162
parameter hold-out,482,0.28,0.00018276188771631317,0.00019780700039972367,0.0008344337365638761,2.8467915871342365e-16,3.527826964260256e-08,0.0,0.0,0.8349241321906575,0.6792701775673052,0.4095273125805719,0.061392307795280064,0.015153583448996883
parameter hold-out,483,0.32,0.00011361672611872657,0.00010723762650809611,0.000480215263794714,2.039351594183554e-16,3.1897383212387375e-08,0.0,0.0,0.8424253971809116,0.7289444951670989,0.34099790620676584,0.07530893454019201,0.012451301547157179
parameter hold-out,484,0.36,0.00014021687619271154,0.00011583914514688201,0.0006605095691190345,1.966588579260498e-16,2.4039475488003405e-08,0.0,0.0,0.8470483293406571,0.7439048960228678,0.2715474431898606,0.12793343664294482,0.009722116278467734
parameter hold-out,485,0.40,0.00017841536190496443,0.00014051796661683307,0.0011299424627528897,3.279244276627214e-16,3.018875024751913e-08,0.0,0.0,0.8479779558059655,0.5455582143491375,0.3904736554591642,0.2090764141054833,0.006990461121695884
parameter hold-out,486,0.44,0.00019043529096031352,0.00018173670518616028,0.0013891139056518998,1.3322076882484886e-16,2.9109743917429278e-08,0.0,0.0,0.8863043606708798,0.8437812546254274,0.1601652820317152,0.10553794295857977,0.004242767205683929
parameter hold-out,487,0.46,0.00023010045489293832,0.00023258799870854964,0.00225640802699002,1.5908079637560753e-16,3.018936081506878e-08,0.0,0.0,0.9266103680800551,0.8378212769387073,0.1421273478557728,0.09028987018730054,0.0028578670021880115
parameter hold-out,488,0.48,8.770767929317188e-05,8.775093350924726e-05,0.0014428651859705799,1.868159932451917e-16,2.6173454154316447e-08,0.0,0.0,0.9515542587229077,0.8271297669406636,0.12981161469305735,0.08982892046539191,0.0014581181946343536
parameter hold-out,489,0.49,4.110820732465714e-05,3.719545110539572e-05,0.001556672512352949,4.2884034131215536e-16,2.90851425644608e-08,0.0,0.0,0.9612900522448724,0.8174504674857646,0.12706691336308867,0.09385737750060101,0.0007422476569496992
parameter hold-out,490,0.20,5.5147618056664833e-05,7.27900332910916e-05,0.00023017029265843977,2.0951856785230374e-16,2.649295351825698e-08,0.0,0.0,0.9857482544941296,0.9821892033987644,0.015254178028759025,0.009896269806589546,0.006919717784623015
parameter hold-out,491,0.24,8.913246127007556e-05,0.00010265467113522454,0.0003967272746738336,1.9628035932792154e-16,2.5380934586916375e-08,0.0,0.0,0.9849980863205513,0.9802590246084305,0.01672052748744119,0.01243633244173782,0.005592299595648884
parameter hold-out,492,0.28,0.00010109140961910739,0.00011204472595725447,0.0004954619970886033,2.880740375373198e-16,2.2224356458947033e-08,0.0,0.0,0.983992122473568,0.9770745994624276,0.01878444424995782,0.015735923452321412,0.004422083167969835
parameter hold-out,493,0.32,8.869748908014367e-05,0.00010161797178180734,0.0005200706021019845,3.063628745132278e-16,2.6712124564092594e-08,0.0,0.0,0.9826122256874633,0.9716574843599645,0.021912389835547,0.02043689893071323,0.003401630889369931
parameter hold-out,494,0.36,9.910792064309684e-05,0.00010511661002865221,0.0006324572171318497,2.6964544478293017e-16,3.587520625474803e-08,0.0,0.0,0.9806417660742367,0.9615878998846745,0.028063931574872567,0.027240350643342202,0.0025099111566998862
parameter hold-out,495,0.40,7.954768604748854e-05,8.368100304896802e-05,0.0006551389959809124,2.597707045566145e-16,2.5403596800348495e-08,0.0,0.0,0.9776378338852029,0.9394232320083516,0.04287592329016742,0.03839550061181225,0.0017207579242977398
parameter hold-out,496,0.44,4.0565568038278783e-05,3.326080836606143e-05,0.0004447303414605507,2.32622918271704e-16,2.704191672288467e-08,0.0,0.0,0.9726268948236686,0.8733613090315123,0.07920204318926372,0.07379229894820497,0.0010058421541812954
parameter hold-out,497,0.46,3.536411046419832e-05,3.396841232841494e-05,0.00048316483791507436,2.9851473974664167e-16,3.2258666513787035e-08,0.0,0.0,0.9685612355130616,0.7797160908090193,0.13523491361033227,0.11565788264463234,0.0006671284950339778
parameter hold-out,498,0.48,1.4561424242440703e-06,1.4571444874899748e-06,3.820479951437301e-05,4.802676584453603e-16,2.814332884608631e-08,0.0,0.0,0.962261227461676,0.5669056383910066,0.3272371207204795,0.14324023553521295,0.00033472702007695724
parameter hold-out,499,0.49,3.3397839774795223e-06,2.549182987969478e-06,0.00016459964603813513,3.1440051951305465e-16,2.469529766427297e-08,0.0,0.0,0.9571127957039189,0.5124101135064247,0.40160430168685446,0.12876368313952077,0.0001686949896587301
parameter hold-out,500,0.20,0.0003256521259914588,0.0003924852461734037,0.0013662667141343145,1.7419653797307661e-16,3.006107999687016e-08,0.0,0.0,0.9476464089492168,0.5869970519920004,0.44808976736748324,0.01569206247059632,0.0010399810611078815
parameter hold-out,501,0.24,5.4931287579055736e-05,6.26994183624125e-05,0.00022289186802902186,1.1099547340691282e-16,3.034851269508729e-08,0.0,0.0,0.9524956069243949,0.9460133874002092,0.08073596632648532,0.019735226385001147,0.0009853740596632275
parameter hold-out,502,0.28,5.1258731320161204e-05,5.0193966992306526e-05,0.00019451430049206565,2.0246990403525665e-16,2.599180698791847e-08,0.0,0.0,0.9617622167699728,0.9562093775623443,0.0542011734032443,0.026909461309184077,0.0009106078269051919
parameter hold-out,503,0.32,0.00011349920680123818,0.00011972778335553176,0.00047693258820339,2.5440158380419816e-16,2.568869217841555e-08,0.0,0.0,0.9588966805601012,0.9528853273548898,0.04523466433799443,0.04214897470347299,0.0008115883881329485
parameter hold-out,504,0.36,0.00013024234282785492,0.00012596252941199788,0.0005898445593470294,1.7960369973470107e-16,3.121669531197458e-08,0.0,0.0,0.9605591967976101,0.911449075338714,0.08634391263604889,0.04090248225248989,0.0006855112652864867
parameter hold-out,505,0.40,0.00014668129223459174,0.00012548546628881,0.001143588541500107,1.8712756963995505e-16,2.6865033730713235e-08,0.0,0.0,0.961024417671972,0.6990260632925349,0.30034841006796636,0.03905993633106943,0.0005306790770850502
parameter hold-out,506,0.44,0.00010091355923926988,8.989162378649617e-05,0.0012639607031983333,1.7636063011115475e-16,2.4600263173687755e-08,0.0,0.0,0.9598384866406283,0.843184354703487,0.15723884718998865,0.039453224000363836,0.0003454855399769871
parameter hold-out,507,0.46,3.6289419482148044e-05,2.6738779814914764e-05,0.0006467567468405919,3.104498658494162e-16,2.7484045319131086e-08,0.0,0.0,0.9581576593940009,0.9385548250795676,0.06224173532664404,0.04082568781745794,0.00024063600129921686
parameter hold-out,508,0.48,4.296917452484413e-05,4.1746078690160877e-05,0.0012628540650909134,2.899285865626649e-16,3.3753906815376866e-08,0.0,0.0,0.9728549017729474,0.9550950630667023,0.043593328439628834,0.028403079283826564,0.00012612189112874844
parameter hold-out,509,0.49,1.35196948522846e-05,1.1512553067474306e-05,0.0006909596656547822,6.626536163063319e-16,2.8424026047500157e-08,0.0,0.0,0.9815063626169329,0.9522654374148772,0.04627404353369413,0.01993791234766555,6.48810712772644e-05
parameter hold-out,510,0.20,0.00017402163190096632,0.00017852545210216572,0.0005729979390014534,1.8228375549712958e-16,2.7792553527017612e-08,0.0,0.0,0.8907505086050279,0.8850814210551443,0.176293231247545,0.043182450850788735,0.004700755355535482
parameter hold-out,511,0.24,8.631985279878765e-05,9.380834400096651e-05,0.00042378571648966174,1.3261802799036226e-16,2.3137254144365823e-08,0.0,0.0,0.8960137015244097,0.8652026805706173,0.18512043067759956,0.04941095236058834,0.0043608842698667095
parameter hold-out,512,0.28,5.644842157820069e-05,6.632135283920302e-05,0.00024369264988913637,2.3633262304678755e-16,3.45060720428592e-08,0.0,0.0,0.8996938172441602,0.8344058510083064,0.2028085920994929,0.05921523388833319,0.003943804406307814
parameter hold-out,513,0.32,7.558893429661452e-05,8.504636825834232e-05,0.0005008108371775986,1.4609524985016592e-16,1.65434256440085e-08,0.0,0.0,0.9016320190491488,0.7837805098962656,0.23429573899624717,0.07679239099470346,0.003433204707869297
parameter hold-out,514,0.36,0.00010183807720518687,0.00010684820087818048,0.0007568924978100448,1.18841943735275e-16,3.017917230802509e-08,0.0,0.0,0.9014310562197468,0.6956866503445495,0.28480177723719097,0.11506187188376311,0.002826267893466172
parameter hold-out,515,0.40,7.593990982372143e-05,7.53783405353361e-05,0.000742277983444171,2.39464560282354e-16,2.4095591956756684e-08,0.0,0.0,0.8981742213265526,0.5438890199204794,0.3320918331020316,0.22351122689391312,0.002127473187101914
parameter hold-out,516,0.44,4.0445832332362466e-05,3.017086527192149e-05,0.0004433177478591167,2.4124404139003535e-16,2.5326833933081266e-08,0.0,0.0,0.89006576555875,0.5243601254949867,0.33941792827584144,0.24486174136981845,0.0013422926388776202
parameter hold-out,517,0.46,3.745882127663521e-05,2.8452462469574875e-05,0.0005395222975345261,2.4157223927974863e-16,2.6884888806780995e-08,0.0,0.0,0.8824505732426785,0.7025599461933043,0.24833266211805505,0.16577215236008672,0.0009189266608543356
parameter hold-out,518,0.48,2.5494859022169078e-05,2.4531261975855305e-05,0.0005417542109387748,1.9319228250620892e-16,2.9389358487070124e-08,0.0,0.0,0.870202092191096,0.829427368360258,0.18189155625328918,0.11809665245465996,0.00047409803787979473
parameter hold-out,519,0.49,1.3561212770276596e-05,1.2946121836699008e-05,0.0006658328821012934,3.108368106289059e-16,2.484988996595641e-08,0.0,0.0,0.8743452899455267,0.8598372222678725,0.1585917855801715,0.10720264584209624,0.0002422900450930324
parameter hold-out,520,0.20,0.000269722348987709,0.0003408721587852075,0.0010878035492614814,1.7375218979597692e-16,3.335761861518245e-08,0.0,0.0,0.9999894673391171,0.9999814984745646,1.426771396754347e-05,9.016802975915992e-06,5.707479904910816e-06
parameter hold-out,521,0.24,0.00017313475404041575,0.00020771824671519503,0.0007509697578263858,1.3920259512407414e-16,2.6695087927437675e-08,0.0,0.0,0.999989223004377,0.9999752490568752,2.121836085084026e-05,9.491594794572937e-06,4.78696174764866e-06
parameter hold-out,522,0.28,0.00016716395949565314,0.00019054343790353905,0.0007476510260605634,1.3326328349730048e-16,2.474994149660869e-08,0.0,0.0,0.9999888370353444,0.9999636172850244,3.3503601532838556e-05,1.0103382587027608e-05,3.893127995126885e-06
parameter hold-out,523,0.32,0.00018837134753878446,0.00020939866227052338,0.0008949570592744812,1.5340356434613078e-16,3.500329403275451e-08,0.0,0.0,0.9999882636111042,0.9999371567735826,6.04807564831176e-05,1.0937543593053622e-05,3.0546051105898954e-06
