x,y
0.34,0.0
0.33998705384181827,0.002967022069447138
0.33994821635317307,0.005933818188676394
0.3398834904916895,0.008900162424676873
0.3397928811864926,0.011865828878850331
0.33967639533783167,0.014830591704214241
0.3395340418165551,0.017794225122600905
0.3393658314634348,0.02075650344185134
0.33917177708834023,0.023717201073002604
0.3389518934692635,0.026676092547467282
0.3387061973511935,0.02963295253420378
0.33843470744484083,0.03258755585687616
0.33813744442521293,0.035539677511002184
0.33781443093003977,0.038489092681088286
0.3374656915580495,0.04143557675775014
0.33709125286709557,0.04437890535481754
0.33669114337213396,0.04731885432642225
0.33626539354305174,0.05025519978406762
0.33581403580234687,0.0531877181136785
0.3353371045226587,0.05611618599263041
0.33483463602415076,0.05904038040675632
0.33430666857174457,0.061960078667330144
0.33375324237220577,0.06487505842802524
0.3331743995710821,0.06778509770184706
0.33257018424949397,0.07068997487803819
0.33194064242077737,0.07358946873895499
0.33128582202698,0.0764833584769141
0.33060577293521004,0.07937142371100783
0.3299005469338388,0.08225344450388704
0.32917019772855666,0.0851292013785101
0.32841478093828325,0.08799847533485705
0.32763435409093183,0.09086104786660733
0.32682897661902843,0.09371670097777972
0.32599870985518564,0.09656521719933371
0.32514361702743205,0.09940637960573051
0.32426376325439715,0.10223997183145286
0.32335921554035224,0.10506577808748212
0.3224300427701078,0.10788358317773133
0.3214763157037677,0.11069317251543329
0.3204981069713407,0.11349433213948211
0.31949549106720887,0.11628684873072737
0.3184685443444552,0.11907050962821894
0.3174173450090486,0.1218451028454021
0.3163419731138884,0.1246104170862611
0.31524251055270774,0.1273662417614101
0.31411904105383753,0.13011236700413054
0.3129716501738298,0.1328485836863531
0.3118004252909422,0.1355746834345837
0.3106054555984843,0.13829045864577208
0.3093868320980247,0.14099570250312127
0.308144647592461,0.14369020899183782
0.30687899667895263,0.14637377291482034
0.3055899757417168,0.14904618990828633
0.30427768294468854,0.151707256457335
0.3029422182240451,0.1543567699114459
0.3015836832805954,0.15699452849991155
0.3002021815720352,0.15962033134720288
0.29879781830506824,0.16223397848826687
0.29737070042739455,0.1648352708837546
0.2959209366195659,0.16742401043517885
0.29444863728670917,0.16999999999999998
0.2929539145501188,0.17256304340663942
0.2914368822387182,0.1751129454694184
0.2898976558803914,0.1776495120034226
0.28833635269318486,0.18017254983928968
0.2867530915763812,0.1826818668379201
0.2851479931014442,0.18517727190510921
0.28352117950283723,0.18765857500609978
0.2818727746687142,0.19012558718005396
0.28020290413148535,0.19257812055444318
0.27851169505825724,0.19501598835935566
0.2767992762411486,0.19743900494171954
0.27506577808748217,0.19984698577944088
0.2733113326098539,0.20223974749545603
0.2715360734160796,0.20461710787169643
0.26974013569902,0.20697888586296503
0.26792365622628544,0.20932490161072384
0.2660867733298207,0.21165497645679068
0.2642296268953701,0.21396893295694472
0.2623523583518248,0.21626659489443975
0.2604551106604525,0.21854778729342336
0.2585380283040105,0.22081233643226245
0.2566012572757425,0.22306006985677249
0.25464494506826074,0.22529081639335077
0.25266924066231405,0.2275044061620118
0.2506742945154422,0.2297006705893245
0.248660258550518,0.2318794424212495
0.24662728614417784,0.23404055573587634
0.24457553211514144,0.2361838459560591
0.2425051527124218,0.23830914986194932
0.2404163056034262,0.2404163056034262
0.23830914986194932,0.24250515271242176
0.2361838459560591,0.24457553211514144
0.23404055573587634,0.2466272861441778
0.2318794424212495,0.248660258550518
0.2297006705893245,0.2506742945154422
0.2275044061620118,0.25266924066231405
0.22529081639335077,0.25464494506826074
0.22306006985677249,0.2566012572757425
0.22081233643226245,0.2585380283040105
0.2185477872934234,0.2604551106604525
0.21626659489443975,0.2623523583518248
0.21396893295694477,0.2642296268953701
0.21165497645679066,0.2660867733298207
0.20932490161072384,0.2679236562262855
0.20697888586296503,0.26974013569902
0.20461710787169646,0.2715360734160796
0.2022397474954561,0.2733113326098539
0.19984698577944088,0.27506577808748217
0.19743900494171954,0.2767992762411486
0.19501598835935566,0.27851169505825724
0.19257812055444318,0.28020290413148535
0.19012558718005393,0.2818727746687142
0.18765857500609978,0.28352117950283723
0.18517727190510921,0.2851479931014442
0.18268186683792015,0.2867530915763811
0.18017254983928968,0.28833635269318486
0.17764951200342263,0.28989765588039135
0.1751129454694184,0.2914368822387182
0.17256304340663944,0.29295391455011877
0.17000000000000004,0.29444863728670917
0.16742401043517882,0.2959209366195659
0.16483527088375463,0.29737070042739455
0.16223397848826687,0.29879781830506824
0.1596203313472029,0.30020218157203515
0.15699452849991152,0.3015836832805954
0.15435676991144592,0.30294221822404505
0.151707256457335,0.30427768294468854
0.14904618990828636,0.3055899757417168
0.1463737729148204,0.3068789966789526
0.14369020899183782,0.308144647592461
0.14099570250312132,0.3093868320980247
0.13829045864577208,0.3106054555984843
0.13557468343458373,0.3118004252909422
0.13284858368635308,0.3129716501738298
0.13011236700413056,0.31411904105383753
0.12736624176141007,0.31524251055270774
0.1246104170862611,0.3163419731138884
0.12184510284540213,0.3174173450090486
0.11907050962821894,0.3184685443444552
0.11628684873072741,0.31949549106720887
0.11349433213948211,0.3204981069713407
0.1106931725154333,0.3214763157037677
0.10788358317773132,0.3224300427701078
0.10506577808748215,0.32335921554035224
0.10223997183145285,0.32426376325439715
0.09940637960573051,0.32514361702743205
0.09656521719933374,0.32599870985518564
0.09371670097777972,0.32682897661902843
0.09086104786660737,0.32763435409093183
0.08799847533485705,0.32841478093828325
0.08512920137851011,0.32917019772855666
0.08225344450388701,0.3299005469338388
0.07937142371100786,0.33060577293521004
0.07648335847691408,0.33128582202698
0.073589468738955,0.33194064242077737
0.07068997487803821,0.3325701842494939
0.06778509770184706,0.3331743995710821
0.06487505842802528,0.33375324237220577
0.06196007866733014,0.33430666857174457
0.05904038040675635,0.33483463602415076
0.05611618599263039,0.3353371045226587
0.05318771811367852,0.33581403580234687
0.05025519978406759,0.33626539354305174
0.047318854326422265,0.33669114337213396
0.04437890535481759,0.33709125286709557
0.04143557675775015,0.3374656915580495
0.03848909268108833,0.33781443093003977
0.03553967751100218,0.33813744442521293
0.032587555856876185,0.3384347074448408
0.02963295253420377,0.3387061973511935
0.026676092547467303,0.3389518934692635
0.02371720107300258,0.33917177708834023
0.02075650344185135,0.3393658314634348
0.01779422512260095,0.3395340418165551
0.014830591704214243,0.33967639533783167
0.011865828878850368,0.3397928811864926
0.008900162424676868,0.3398834904916895
0.005933818188676424,0.33994821635317307
0.002967022069447125,0.33998705384181827
2.0818995585505005e-17,0.34
-0.002967022069447159,0.33998705384181827
-0.005933818188676382,0.33994821635317307
-0.008900162424676826,0.3398834904916895
-0.011865828878850326,0.3397928811864926
-0.014830591704214203,0.33967639533783167
-0.01779422512260091,0.3395340418165551
-0.020756503441851308,0.3393658314634348
-0.023717201073002615,0.33917177708834023
-0.026676092547467257,0.3389518934692635
-0.029632952534203803,0.3387061973511935
-0.032587555856876144,0.33843470744484083
-0.03553967751100221,0.33813744442521293
-0.038489092681088286,0.33781443093003977
-0.04143557675775011,0.33746569155804956
-0.04437890535481755,0.33709125286709557
-0.04731885432642222,0.33669114337213396
-0.050255199784067624,0.33626539354305174
-0.05318771811367848,0.33581403580234687
-0.05611618599263043,0.3353371045226587
-0.059040380406756306,0.33483463602415076
-0.061960078667330165,0.33430666857174457
-0.06487505842802524,0.33375324237220577
-0.067785097701847,0.3331743995710821
-0.07068997487803819,0.33257018424949397
-0.07358946873895496,0.33194064242077737
-0.07648335847691412,0.33128582202698
-0.07937142371100782,0.3306057729352101
-0.08225344450388705,0.3299005469338388
-0.08512920137851007,0.32917019772855666
-0.08799847533485709,0.32841478093828325
-0.09086104786660733,0.32763435409093183
-0.09371670097777969,0.32682897661902843
-0.09656521719933371,0.32599870985518564
-0.09940637960573047,0.3251436170274321
-0.10223997183145286,0.32426376325439715
-0.1050657780874821,0.32335921554035224
-0.10788358317773136,0.3224300427701078
-0.11069317251543327,0.3214763157037677
-0.11349433213948215,0.3204981069713406
-0.11628684873072737,0.31949549106720887
-0.1190705096282189,0.3184685443444552
-0.1218451028454021,0.3174173450090486
-0.12461041708626105,0.3163419731138884
-0.12736624176141012,0.31524251055270774
-0.1301123670041305,0.31411904105383753
-0.1328485836863531,0.3129716501738297
-0.1355746834345837,0.3118004252909422
-0.1382904586457721,0.3106054555984843
-0.14099570250312127,0.3093868320980247
-0.1436902089918378,0.308144647592461
-0.1463737729148203,0.3068789966789527
-0.14904618990828636,0.30558997574171676
-0.15170725645733502,0.30427768294468854
-0.1543567699114459,0.3029422182240451
-0.1569945284999115,0.3015836832805954
-0.1596203313472029,0.30020218157203515
-0.1622339784882669,0.29879781830506824
-0.1648352708837546,0.2973707004273946
-0.1674240104351788,0.2959209366195659
-0.16999999999999993,0.29444863728670917
-0.17256304340663947,0.29295391455011877
-0.17511294546941847,0.2914368822387182
-0.1776495120034226,0.2898976558803914
-0.18017254983928965,0.28833635269318486
-0.18268186683792018,0.2867530915763811
-0.18517727190510921,0.2851479931014442
-0.18765857500609978,0.28352117950283723
-0.19012558718005387,0.2818727746687142
-0.1925781205544431,0.2802029041314854
-0.1950159883593557,0.2785116950582572
-0.19743900494171954,0.2767992762411486
-0.19984698577944085,0.27506577808748217
-0.202239747495456,0.2733113326098539
-0.20461710787169646,0.27153607341607955
-0.20697888586296503,0.26974013569902
-0.20932490161072384,0.2679236562262855
-0.21165497645679063,0.2660867733298208
-0.2139689329569447,0.26422962689537016
-0.2162665948944398,0.2623523583518248
-0.2185477872934234,0.2604551106604525
-0.22081233643226242,0.2585380283040105
-0.22306006985677246,0.25660125727574257
-0.2252908163933508,0.25464494506826074
-0.2275044061620118,0.25266924066231405
-0.2297006705893245,0.2506742945154422
-0.23187944242124947,0.24866025855051802
-0.23404055573587632,0.24662728614417784
-0.23618384595605912,0.24457553211514138
-0.23830914986194932,0.24250515271242176
-0.24041630560342617,0.2404163056034262
-0.2425051527124217,0.23830914986194937
-0.24457553211514146,0.23618384595605904
-0.2466272861441778,0.23404055573587634
-0.248660258550518,0.2318794424212495
-0.25067429451544215,0.22970067058932453
-0.252669240662314,0.22750440616201187
-0.25464494506826074,0.22529081639335072
-0.2566012572757425,0.22306006985677249
-0.2585380283040105,0.2208123364322625
-0.2604551106604525,0.21854778729342345
-0.2623523583518248,0.21626659489443972
-0.2642296268953701,0.21396893295694472
-0.2660867733298207,0.21165497645679068
-0.26792365622628544,0.20932490161072387
-0.26974013569901995,0.20697888586296512
-0.2715360734160796,0.20461710787169637
-0.2733113326098539,0.20223974749545603
-0.2750657780874821,0.1998469857794409
-0.27679927624114853,0.19743900494171956
-0.2785116950582573,0.19501598835935563
-0.28020290413148535,0.19257812055444318
-0.2818727746687142,0.19012558718005396
-0.2835211795028372,0.1876585750060998
-0.2851479931014442,0.1851772719051093
-0.2867530915763812,0.1826818668379201
-0.28833635269318486,0.18017254983928968
-0.28989765588039135,0.17764951200342263
-0.29143688223871816,0.1751129454694185
-0.2929539145501188,0.17256304340663936
-0.29444863728670917,0.16999999999999998
-0.2959209366195659,0.16742401043517885
-0.29737070042739455,0.16483527088375466
-0.29879781830506824,0.16223397848826696
-0.3002021815720352,0.15962033134720285
-0.3015836832805954,0.15699452849991155
-0.30294221822404505,0.15435676991144595
-0.30427768294468854,0.15170725645733507
-0.3055899757417168,0.1490461899082863
-0.30687899667895263,0.14637377291482034
-0.308144647592461,0.14369020899183785
-0.3093868320980247,0.14099570250312132
-0.3106054555984843,0.13829045864577216
-0.3118004252909422,0.1355746834345837
-0.3129716501738298,0.1328485836863531
-0.31411904105383753,0.13011236700413056
-0.3152425105527077,0.12736624176141018
-0.3163419731138884,0.12461041708626104
-0.3174173450090486,0.12184510284540208
-0.3184685443444552,0.11907050962821897
-0.31949549106720887,0.11628684873072742
-0.3204981069713406,0.1134943321394822
-0.3214763157037677,0.11069317251543324
-0.3224300427701078,0.10788358317773133
-0.32335921554035224,0.10506577808748216
-0.32426376325439715,0.10223997183145295
