id,source_id,source_level,level,mesh_size,elements,field_relative_l2,flux_relative_error,operator_seconds,assembly_seconds,linear_solve_seconds,normalized_elements
E20,BE20,h0.056,L2,0.056,934,0.001959384345387164,0.017437143606519906,0.017162700001790654,0.015367200001492165,0.00940459999765153,0.3312056737588652
E20,BE20,h0.040,L3,0.04,1745,0.000866565205012971,0.008871690485755384,0.03498810000019148,0.02730879999944591,0.021664600000804057,0.6187943262411347
E20,BE20,h0.028,L4,0.028,2820,0.0005690817304747793,0.00377137861560527,0.056793700001435354,0.047737400000187336,0.043024599999625934,1.0
E21,BE21,h0.080,L1,0.08,565,0.0007780567530735401,0.0028645866000692483,0.008048100000451086,0.009297699998569442,0.006451199998991797,0.12797281993204984
E21,BE21,h0.056,L2,0.056,1068,0.00045932581517798665,0.0018430348986067488,0.019809999997960404,0.016792300000815885,0.014272299998992821,0.2419026047565119
E21,BE21,h0.040,L3,0.04,2185,0.00021863687253045156,0.0008989581954213058,0.04439669999919715,0.0367422000017541,0.029765600000246195,0.49490373725934317
E21,BE21,h0.028,L4,0.028,4415,0.00010333036726330397,0.0003878173042476916,0.08772569999928237,0.07037449999916134,0.08846389999962412,1.0
E22,BE22,h0.080,L1,0.08,650,0.0014894062937829712,0.006656779122286807,0.010186600000452017,0.011840600000141421,0.007672899999306537,0.14573991031390135
E22,BE22,h0.056,L2,0.056,1153,0.0009559077717645355,0.005330668511784747,0.020473000000492902,0.018555700000433717,0.01584749999892665,0.2585201793721973
E22,BE22,h0.040,L3,0.04,2227,0.0004934619617563712,0.0028558020279334582,0.04886090000218246,0.03714599999875645,0.03560040000229492,0.4993273542600897
E22,BE22,h0.028,L4,0.028,4460,0.00023581845271107246,0.0012777314066013492,0.08892609999747947,0.07059419999859529,0.08941029999914463,1.0
E23,BE23,h0.080,L1,0.08,632,0.0014305822756723453,0.005853083201477843,0.009996100001444574,0.010366200000134995,0.006744099999195896,0.14406200136767722
E23,BE23,h0.056,L2,0.056,1201,0.0010667107024310268,0.0059469132404900114,0.027835199998662574,0.01989070000126958,0.015340199999627657,0.27376339183952586
E23,BE23,h0.040,L3,0.04,2157,0.0005704673464934508,0.0030812053990553626,0.0426673000001756,0.036288399998738896,0.03786469999977271,0.49167996352860727
E23,BE23,h0.028,L4,0.028,4387,0.00022833519821896365,0.0011800204968966843,0.08888069999738946,0.06925830000182032,0.08533729999908246,1.0
E24,BE24,h0.080,L1,0.08,922,0.0005485118581318268,0.0027302041262176916,0.11701460000040242,0.015906900000118185,0.017082400001527276,0.21843165126747216
E24,BE24,h0.056,L2,0.056,1215,0.00052898830685488,0.0027294672300958436,0.021747399998275796,0.018626899996888824,0.014440700000704965,0.2878464818763326
E24,BE24,h0.040,L3,0.04,2220,0.00037645824772479487,0.002173720013304793,0.04479699999865261,0.036158000002615154,0.03323450000243611,0.5259417199715707
E24,BE24,h0.028,L4,0.028,4221,0.00017332560965088086,0.0009241668814667873,0.0898099000005459,0.06884899999931804,0.07991110000148183,1.0
E25,BE25,h0.080,L1,0.08,927,0.0012066625531537206,0.004936508382603244,0.23700259999895934,0.0205725000014354,0.010272400002577342,0.22092469018112487
E25,BE25,h0.056,L2,0.056,1218,0.0009700455291261285,0.00493241898286833,0.02308430000266526,0.019025000001420267,0.015859099999943282,0.29027645376549094
E25,BE25,h0.040,L3,0.04,2271,0.000930150478184299,0.004932395430073382,0.04975860000195098,0.03882320000047912,0.03501020000112476,0.5412297426120114
E25,BE25,h0.028,L4,0.028,4196,0.00040582431287775706,0.002104641505476574,0.08842569999978878,0.06589049999820418,0.09012920000168378,1.0
